,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
0,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
845,Lvsyan,MID,32,28.1%,2.4,2.8,2.5,3.3,8.4,378,29.7,503,1.25,0.57,0.28,0.33,-161,-7,-162,18.8%,12.5%,0,9
846,Lwx,ADC,110,77.3%,5.7,5.2,1.9,5.5,9.7,471,26.7,506,1.12,0.32,0.35,0.09,606,12,296,4.5%,0%,0,1
847,Lylajn,JUNGLE,10,30%,2.1,2.4,4.8,7.7,4.3,298,15.5,276,1.28,0.40,0.29,0.27,-298,4,144,10%,30%,0,2
848,Lynkotiko,MID,20,10%,2.6,1.5,1.9,3.5,8.5,357,23.7,356,0.93,0.45,0.19,0.20,-611,-12,-381,25%,5%,0,2
849,Lynx,TOP,3,33.3%,2.1,2.3,2.3,2.7,7.2,352,14.4,227,1.01,0.50,0.15,0.18,-366,-12,-180,0%,33.3%,0,-
850,M1ssion,MID,86,57%,3.2,3.1,2.5,5.1,8.8,411,27.0,470,0.97,0.39,0.23,0.18,2,3,84,22.1%,10.5%,0,28
851,MANTARRAYA,TOP,30,40%,2.1,2.5,2.8,3.4,7.9,366,19.4,316,0.89,0.47,0.13,0.17,-161,-4,-246,16.7%,3.3%,0,8
852,MART1N,ADC,1,0%,0.4,1,5,1,7.1,303,23.1,229,0.93,0.28,0.19,0.00,-1625,-23,-1603,0%,100%,0,-
853,MART1N,SUPPORT,14,7.1%,1.2,0.2,4.4,5.3,1,212,9.7,163,1.70,1.04,0.27,0.33,-918,-5,-711,14.3%,0%,0,-
854,MGX,SUPPORT,2,50%,6.8,1.5,2,12,0.8,278,7.3,146,1.82,0.83,0.19,0.25,684,-9,942,100%,0%,0,-
855,MGX,MID,2,50%,1.6,3,3.5,2.5,7.2,354,31.6,479,0.99,0.49,0.12,0.21,-1180,-13,-398,0%,0%,0,-
856,Madly,TOP,48,47.9%,1.9,2.2,3.4,4.3,7.3,361,20.6,370,0.96,0.45,0.14,0.19,-253,1,-112,10.4%,8.3%,0,20
857,Madness,ADC,39,56.4%,4.7,4.5,2,4.8,9.4,446,28.2,572,0.91,0.34,0.18,0.09,-25,-1,67,23.1%,2.6%,0,4
858,Maestro,SUPPORT,43,34.9%,2.3,0.7,3,6.3,1.7,267,7.2,119,-,1.58,0.14,0.50,-,-,-,-,-,0,-
859,Mafra,SUPPORT,10,20%,1.6,0.4,3.3,5,1.2,215,8.6,135,2.13,1.21,0.27,0.36,-459,-6,-304,30%,10%,0,-
860,Magerdanger,JUNGLE,36,25%,1.9,1.8,4.2,6.1,4.4,306,13.8,248,1.65,0.66,0.36,0.37,-374,-5,-252,16.7%,8.3%,0,2
861,MagiFelix,MID,37,64.9%,5.8,4.6,1.7,5.5,8.7,427,28.9,541,0.94,0.39,0.20,0.13,476,6,137,24.3%,10.8%,0,22
862,Magic,JUNGLE,9,22.2%,2.2,1.3,3.9,7.2,4.3,289,13.2,200,-,0.65,0.30,0.40,-,-,-,-,-,0,-
863,MakeItBetter,MID,48,60.4%,3.8,4.6,2.8,6.1,7.7,394,25.8,522,0.92,0.40,0.16,0.26,27,-1,-74,14.6%,14.6%,0,26
864,Mala,MID,21,38.1%,2.6,2,2.7,5,7.9,353,23.6,405,-,0.40,0.21,0.14,-,-,-,-,-,0,-
865,Malrang,JUNGLE,69,10.1%,2.5,1.8,2.1,3.5,4.6,292,14.3,210,2.05,0.97,0.53,0.45,-324,-9,-400,36.2%,7.2%,0,6
866,Manaty,JUNGLE,28,14.3%,2,2.1,3.4,4.7,4.8,308,15.0,248,1.32,0.47,0.30,0.34,-467,-5,-274,21.4%,17.9%,0,4
867,Mantorras,SUPPORT,35,68.6%,4.6,0.9,2.2,9.3,1.1,258,8.5,158,2.05,1.30,0.19,0.46,-46,-1,-199,17.1%,5.7%,0,3
868,Manu,ADC,32,37.5%,2.6,2,1.9,2.9,9.4,408,25.3,411,1.10,0.35,0.30,0.17,34,3,17,12.5%,3.1%,0,5
869,Maple,TOP,1,0%,1.7,2,3,3,8.8,393,23.4,492,-,0.62,0.19,0.28,-,-,-,-,-,0,-
870,Maple,MID,66,48.5%,3.4,3,2.4,5,8.4,388,24.4,454,-,0.54,0.22,0.21,-,-,-,0%,0%,0,-
871,Maquk,SUPPORT,15,33.3%,2.5,1.2,3.4,7.3,1.7,258,12.5,217,2.41,1.37,0.44,0.50,-79,3,53,26.7%,13.3%,0,-
872,MarioMe,SUPPORT,7,71.4%,4.4,0.4,2.1,9,0.6,249,9.9,183,1.97,0.91,0.38,0.27,-422,-10,-447,14.3%,14.3%,0,-
873,Mark,SUPPORT,76,50%,3.8,0.6,2.2,7.9,1.4,261,8.2,139,-,1.44,0.35,0.42,-,-,-,0%,0%,0,-
874,Marrow Ooze,MID,6,33.3%,2.1,2.5,3.3,4.5,8.5,388,23.8,446,0.98,0.45,0.18,0.16,-568,-13,-209,16.7%,16.7%,0,-
875,Mart,JUNGLE,6,0%,2.2,3,3.8,5.3,4.2,300,16.3,302,1.02,0.37,0.22,0.28,-545,-14,-794,33.3%,0%,0,3
876,Masyo,ADC,6,16.7%,2.7,4.2,3,3.8,9.1,422,22.8,406,0.91,0.29,0.27,0.16,-168,-6,-486,50%,16.7%,0,-
877,Mata,SUPPORT,89,61.8%,3.9,0.7,2.1,7.3,1.6,254,6.9,119,2.52,1.77,0.35,0.54,-17,-2,19,24.7%,10.1%,0,2
878,Matislaw,MID,83,51.8%,4.8,3.3,1.8,5.3,8.7,401,28.4,535,0.99,0.45,0.19,0.19,158,2,75,19.3%,6%,0,18
879,Matsukaze,ADC,20,50%,5.1,3.5,1.9,6.3,8.7,412,27.6,499,1.13,0.37,0.29,0.15,-193,-5,-310,20%,10%,0,2
880,Matsukaze,SUPPORT,1,0%,3.8,0,4,15,2.4,264,10.2,185,2.01,1.13,0.29,0.39,290,7,29,100%,0%,0,-
881,Matt,SUPPORT,46,50%,3.1,0.9,2.6,7.3,1.4,248,8.7,149,1.96,1.20,0.20,0.41,25,-3,6,32.6%,10.9%,0,-
882,Max,SUPPORT,35,34.3%,2.3,0.8,3.6,7.5,1.7,248,10.0,187,-,1.21,0.34,0.35,-,-,-,0%,0%,0,-
883,Maxi,JUNGLE,37,37.8%,2.4,1.9,3.2,5.9,5.1,322,15.4,290,1.00,0.37,0.21,0.30,-109,2,132,24.3%,24.3%,0,5
884,Maxim,SUPPORT,1,100%,-,2,0,13,0.2,359,11.0,363,0.74,0.33,0.09,0.14,1384,-8,713,0%,0%,0,-
885,Maxim,MID,27,37%,4.2,3.7,1.8,3.8,8.3,395,25.7,450,0.94,0.47,0.20,0.22,114,3,233,22.2%,18.5%,0,11
886,Maxlore,JUNGLE,23,39.1%,2.9,1.8,2.4,5.1,5,318,13.9,218,1.58,0.64,0.36,0.42,-195,-2,-336,26.1%,8.7%,0,2
887,Mayhem,TOP,24,54.2%,2.7,3,3.4,6,7.2,368,22.0,430,0.85,0.39,0.12,0.09,-237,-10,5,12.5%,8.3%,0,7
888,MeLoNiK,TOP,15,33.3%,1.8,2.6,3.3,3.2,8.5,384,24.0,402,0.96,0.47,0.14,0.14,-307,3,-104,6.7%,6.7%,0,6
889,Medic,SUPPORT,21,52.4%,3.4,1.3,2.7,7.8,1.3,256,12.6,235,2.20,1.39,0.26,0.47,-37,1,-90,23.8%,4.8%,0,1
890,Meight,MID,3,0%,0.9,3.7,7.3,3,6.6,339,27.2,496,0.81,0.40,0.13,0.13,-847,-1,-335,0%,0%,0,3
891,Meliodas,JUNGLE,88,59.1%,4.4,2.6,2.4,8,5.1,343,14.1,265,1.65,0.56,0.36,0.35,-61,-1,-90,39.8%,11.4%,0,14
892,Memento,JUNGLE,19,47.4%,2.8,1.6,2.5,5.3,4.9,314,11.9,191,1.64,0.66,0.37,0.35,-156,-1,-102,42.1%,5.3%,0,3
893,Mental,JUNGLE,8,25%,1.7,2.1,3.3,3.5,4.8,312,12.7,204,1.81,0.76,0.42,0.26,-309,-8,-406,37.5%,37.5%,0,-
894,MeoCon,JUNGLE,30,36.7%,2.6,2.5,3.5,6.5,5.3,338,14.8,270,1.80,0.78,0.41,0.39,-280,-3,-256,30%,6.7%,0,1
895,MeoCon,MID,2,0%,2.4,4,2.5,2,8.4,400,21.2,371,1.24,0.51,0.14,0.20,-1090,-24,-1023,50%,0%,0,-
896,Merao,TOP,1,0%,0.4,1,7,2,4.8,256,19.8,308,0.60,0.33,0.00,0.19,-2934,-34,-2464,0%,0%,0,-
897,Merao,JUNGLE,26,0%,0.7,1.8,6.1,2.4,4,292,16.8,249,0.90,0.37,0.15,0.26,-2021,-24,-1350,3.8%,15.4%,0,-
898,Merao,SUPPORT,1,0%,1.1,0,9,10,0.6,214,10.0,187,2.07,1.07,0.45,0.16,-818,-10,-1634,0%,0%,0,-
899,Meteor,JUNGLE,84,56%,4,2.9,2.4,6.6,5.5,348,15.1,299,-,0.72,0.47,0.36,-,-,-,0%,0%,0,-
900,Meteos,JUNGLE,37,40.5%,2.9,1.8,2.3,4.9,5,316,11.9,194,1.70,0.57,0.45,0.28,-4,1,18,37.8%,8.1%,0,6
901,Mewkyo,JUNGLE,3,33.3%,1.6,2.7,4.7,5,5.7,334,15.3,359,1.50,0.70,0.29,0.41,-787,-20,-1176,0%,33.3%,0,1
902,Mia,SUPPORT,4,50%,2.9,1,2.8,7,1.7,298,7.1,117,2.39,1.32,0.30,0.43,139,2,230,25%,50%,0,-
903,Mias,TOP,13,46.2%,2.2,1.4,2.5,4.1,7.9,367,21.2,316,0.90,0.49,0.14,0.18,-494,-9,-68,7.7%,23.1%,0,1
904,Mickey,MID,15,26.7%,2.1,3.2,2.9,2.7,8.9,402,27.9,439,1.03,0.45,0.18,0.17,-262,-11,-297,6.7%,6.7%,0,3
905,Mickey,JUNGLE,1,0%,1.5,6,12,12,4.6,387,21.7,557,0.67,0.45,0.04,0.26,31,-17,-148,0%,0%,0,-
906,Mightybear,JUNGLE,2,0%,2.5,1.5,2,3.5,4.5,285,11.0,178,1.37,0.60,0.42,0.37,356,4,421,50%,0%,0,-
907,MikeYeung,JUNGLE,44,50%,2.5,1.9,3,5.8,4.7,310,11.7,209,1.43,0.57,0.34,0.34,-154,-5,-332,25%,11.4%,0,2
908,Mikyx,MID,1,100%,3.6,12,7,13,6,447,26.3,1186,0.96,0.30,0.15,0.15,-167,-77,-2324,0%,0%,0,2
909,Mikyx,SUPPORT,89,70.8%,3.7,1,2.9,9.8,1.2,269,9.8,199,2.67,1.55,0.39,0.55,89,-6,11,31.5%,9%,0,3
910,Milano,SUPPORT,11,27.3%,2.1,0.6,4.8,9.5,1,237,7.0,130,2.52,1.33,0.44,0.40,-494,-3,-680,0%,18.2%,0,1
911,Milica,MID,61,68.9%,4.8,3.6,1.9,5.4,9,424,28.1,495,1.28,0.53,0.27,0.25,458,13,444,13.1%,8.2%,0,22
912,Mills,ADC,37,56.8%,4,3,2,5.1,8.6,405,27.1,495,1.21,0.45,0.32,0.19,-496,-15,-412,13.5%,8.1%,0,2
913,Mills,TOP,1,0%,1,0,2,2,4.5,265,16.8,227,1.26,0.55,0.16,0.52,91,-31,-1567,0%,0%,0,-
914,Mimic,TOP,55,70.9%,4.3,3.7,2.1,5.2,7.6,398,22.1,443,0.88,0.39,0.14,0.11,496,7,353,23.6%,9.1%,0,26
915,Minas,ADC,3,0%,2.8,3,3,5.3,9.9,424,22.2,504,1.13,0.26,0.42,0.07,705,9,214,0%,0%,0,-
916,Minerva,JUNGLE,21,47.6%,3.3,2.8,3,7.1,5.8,341,16.6,313,1.82,0.68,0.44,0.40,172,7,233,38.1%,14.3%,0,-
917,Ming,SUPPORT,93,61.3%,4,1.1,2.5,9.2,1.4,272,9.5,169,2.75,1.72,0.31,0.55,469,-2,328,1.1%,1.1%,0,-
918,Minibestia,SUPPORT,4,0%,0.9,0.8,4.3,3,1,238,8.7,144,2.17,1.40,0.31,0.45,-1268,-9,-682,0%,25%,0,-
919,Miniduke,MID,26,50%,3.5,3.9,2.8,6.1,8.3,400,30.3,540,1.24,0.51,0.26,0.21,-54,-6,-171,15.4%,26.9%,0,5
920,Minit,SUPPORT,3,0%,0.5,0,3.7,2,1.8,245,7.6,103,2.38,1.61,0.35,0.51,476,13,-80,0%,0%,0,-
921,Mirbs,ADC,2,0%,1,1,3.5,2.5,8.6,349,22.8,325,0.97,0.47,0.22,0.22,-1332,2,-468,0%,50%,0,-
922,Miru,MID,1,100%,8,5,2,11,7.9,461,27.5,488,1.03,0.53,0.14,0.25,191,-2,716,0%,0%,0,2
923,Miru,ADC,2,50%,2.2,3,4.5,7,7.9,378,21.2,312,0.95,0.52,0.09,0.22,-632,-18,924,0%,50%,0,-
924,Miru,JUNGLE,18,33.3%,2.4,2.3,3.2,5.4,4.4,305,12.3,210,1.47,0.56,0.38,0.35,110,2,35,50%,0%,0,-
925,Missing,SUPPORT,76,52.6%,3.3,0.8,2.9,8.9,1.9,288,11.1,212,-,1.49,0.25,0.33,-,-,-,0%,0%,0,-
926,Mithy,SUPPORT,55,49.1%,2.7,1,2.8,6.6,1.7,253,8.5,146,2.29,1.31,0.31,0.40,57,6,154,29.1%,14.5%,0,2
927,Mitsuki,SUPPORT,1,100%,1.6,0,5,8,2.1,251,3.9,91,-,1.36,0.12,0.44,-,-,-,-,-,0,-
928,MnM,ADC,23,47.8%,4.4,3.7,1.8,4.1,9.2,421,23.5,380,1.25,0.41,0.34,0.17,-301,-6,-389,30.4%,21.7%,0,-
929,Mni,SUPPORT,32,56.3%,3.5,0.7,2.7,8.6,1.9,278,6.9,134,-,1.46,0.24,0.48,-,-,-,-,-,0,-
930,Mocha,SUPPORT,21,42.9%,2.6,0.8,2.5,5.9,1.2,242,8.5,135,2.17,1.37,0.28,0.39,124,-3,197,28.6%,9.5%,0,-
931,Mofosky,SUPPORT,15,20%,2.2,0.6,3.4,6.9,0.9,237,7.7,127,2.25,1.24,0.30,0.39,-256,-9,-225,26.7%,6.7%,0,-
932,Mojito,JUNGLE,27,48.1%,2.8,2.3,3.4,7.3,5.1,332,15.6,307,1.35,0.47,0.33,0.32,102,4,105,37%,14.8%,0,5
933,Mole,MID,25,36%,2.4,3.5,3.4,4.8,7.7,382,28.4,524,-,0.37,0.17,0.17,-,-,-,0%,0%,0,-
934,Mole,TOP,8,37.5%,1.9,3.8,4,3.9,7.7,388,28.8,518,-,0.43,0.13,0.17,-,-,-,0%,0%,0,-
935,Monk,ADC,41,56.1%,2.8,4.5,3.4,5,9.4,443,32.5,618,1.02,0.33,0.29,0.11,193,8,62,29.3%,14.6%,0,6
936,Moo,ADC,3,0%,0.5,1,4.3,1.3,8.9,376,23.1,356,1.19,0.41,0.40,0.16,166,1,-337,0%,0%,0,-
937,MooJin,JUNGLE,8,25%,2.7,0.9,2.4,5.6,3.9,277,11.3,150,1.84,0.78,0.42,0.50,-448,-14,-541,75%,0%,0,1
938,Moon,JUNGLE,36,36.1%,2.7,1.8,3.2,6.7,4.7,307,12.4,234,1.46,0.54,0.34,0.28,-213,-7,-125,30.6%,11.1%,0,3
939,Moonblack,MID,32,15.6%,1.7,2,3.6,4.3,7.5,350,26.6,471,0.95,0.41,0.21,0.20,-220,-10,-113,15.6%,12.5%,0,7
940,Moopz,SUPPORT,31,45.2%,3.7,1.1,2.5,8.1,1,249,9.9,189,2.21,1.29,0.30,0.39,61,-4,-10,29%,6.5%,0,1
941,Morgan,TOP,3,66.7%,5.8,4,1.3,3.7,9.2,436,18.9,338,-,0.34,0.18,0.11,-,-,-,-,-,0,-
942,Mortsche,TOP,44,54.5%,3.3,3.1,2.5,5,7.8,391,25.0,488,0.84,0.42,0.11,0.14,-3,-0,-154,11.4%,11.4%,0,21
943,Mountain,JUNGLE,1,0%,0.5,0,4,2,4.7,268,9.5,113,0.98,0.16,0.27,0.16,-962,1,-955,0%,100%,0,-
944,Move,JUNGLE,10,30%,3,1.2,2.2,5.3,4.2,278,9.3,152,1.57,0.41,0.50,0.30,-278,-6,-541,40%,10%,0,-
945,Mowgli,JUNGLE,44,43.2%,2.2,1.7,3.4,5.9,4.3,299,12.8,223,1.92,0.82,0.46,0.36,-194,-2,-283,22.7%,15.9%,0,4
946,Moyu,TOP,14,50%,1.7,2.6,3.9,4.2,7.8,374,25.2,432,1.22,0.39,0.26,0.21,307,10,-24,0%,0%,0,-
947,Muka,TOP,14,14.3%,1.5,1.4,2.6,2.6,6.7,315,19.8,310,0.78,0.41,0.12,0.18,-680,-17,-396,14.3%,0%,0,-
948,Munckizz,JUNGLE,27,63%,3.6,2.9,2.7,7.1,4.7,325,12.7,243,1.60,0.48,0.42,0.30,-165,-3,-128,40.7%,7.4%,0,3
949,Muscle,JUNGLE,4,25%,1.7,1.8,3.8,4.8,5,306,16.9,240,1.09,0.32,0.34,0.31,-810,-1,-300,25%,25%,0,-
950,Mystic,ADC,74,54.1%,3.7,4.7,2.6,5,9.8,461,29.2,578,-,0.41,0.46,0.12,-,-,-,0%,0%,0,-
951,Mystiques,MID,1,0%,1.5,6,8,6,5.2,440,27.7,711,0.48,0.30,0.00,0.07,167,77,2324,0%,0%,0,-
952,Mystiques,SUPPORT,52,59.6%,3.2,1,2.7,7.6,1.3,264,8.4,149,2.07,1.22,0.25,0.37,163,-2,92,23.1%,13.5%,0,3
953,Myw,ADC,14,21.4%,1.7,1.5,2.9,3.4,7.8,350,21.6,357,0.81,0.27,0.18,0.06,-1164,-19,-144,21.4%,7.1%,0,2
954,Naehyun,MID,65,53.8%,4.5,2.8,1.8,5.1,8.6,393,21.9,377,1.17,0.56,0.22,0.26,-75,-4,65,16.9%,4.6%,0,1
955,Nagne,MID,16,43.8%,3.1,3.5,2.7,4.8,8.4,386,26.5,487,1.00,0.45,0.20,0.17,-40,-6,-137,25%,12.5%,0,7
956,Namex,ADC,16,50%,3.5,4.8,2.6,4.1,9.1,449,25.9,508,1.19,0.36,0.36,0.11,-71,-1,67,12.5%,0%,1,2
957,Nandisko,TOP,34,38.2%,2,2.1,3.2,4.2,7.2,362,20.8,386,0.91,0.39,0.15,0.11,-204,-7,-315,5.9%,8.8%,0,9
958,Nap,TOP,38,60.5%,4.4,2.3,1.6,4.7,7.6,363,19.1,337,0.89,0.42,0.13,0.12,51,0,98,23.7%,7.9%,0,9
959,Narttaker,MID,4,50%,1.5,3.5,3.3,1.3,8.1,382,25.6,429,1.27,0.55,0.24,0.24,464,1,350,25%,0%,0,1
960,Narttaker,JUNGLE,3,66.7%,3.2,1.7,2,4.7,4.4,310,11.7,166,1.57,0.65,0.38,0.30,-304,-16,-763,66.7%,0%,0,-
961,Naru,MID,22,22.7%,2.5,2.5,2.4,3.5,8.6,384,27.5,445,1.21,0.52,0.28,0.22,-343,-0,82,9.1%,18.2%,0,5
962,Nash1c,ADC,14,64.3%,3.6,4.1,3.1,6.9,7.9,422,28.7,578,1.15,0.48,0.26,0.09,38,-6,144,21.4%,21.4%,0,3
963,Nate,TOP,21,19%,2.3,1.9,2.1,3,7.6,351,23.9,330,0.96,0.43,0.15,0.15,-395,-13,-118,33.3%,9.5%,0,1
964,Natural,TOP,17,64.7%,3,3.2,2.3,3.6,9.1,420,23.2,380,-,0.40,0.14,0.16,-,-,-,-,-,0,-
965,Naul,MID,107,56.1%,4.6,3.4,2,5.7,8.9,408,24.9,465,1.08,0.50,0.22,0.21,214,7,216,15%,4.7%,0,31
966,Necromartin,TOP,20,25%,2.4,1.5,3.1,6,6.9,336,18.1,329,0.80,0.36,0.15,0.05,-572,-13,-222,10%,10%,0,1
967,Neji,JUNGLE,4,0%,1.7,1.8,4,5,5.1,307,14.4,240,1.35,0.49,0.33,0.25,-480,0,-432,25%,0%,0,-
968,Nemesis,MID,76,65.8%,4.7,3.6,1.9,5.6,9,431,25.8,494,1.09,0.50,0.21,0.21,174,1,-6,21.1%,9.2%,1,19
969,Nemesis,ADC,2,50%,3.3,8.5,4.5,6.5,9.3,496,27.7,685,1.09,0.40,0.26,0.15,314,4,-189,50%,0%,0,1
970,Neo,JUNGLE,10,30%,2.2,2,2.9,4.5,4.4,295,13.7,216,1.56,0.67,0.34,0.33,35,-4,29,50%,10%,0,2
971,Neon,ADC,78,61.5%,3.6,4.3,2.8,5.7,9.3,456,29.8,633,1.06,0.38,0.28,0.15,276,7,257,16.7%,12.8%,0,15
972,Neos,ADC,4,25%,2.6,2.8,3,5,8.7,407,20.9,337,0.84,0.34,0.21,0.15,-229,0,148,0%,0%,0,1
973,Nesiiw fixe,SUPPORT,35,25.7%,2,1.3,4.3,7.5,1.2,253,13.6,233,2.28,1.24,0.32,0.35,31,4,-51,17.1%,11.4%,0,5
974,Nevan,JUNGLE,2,50%,1.8,1,3,4.5,4.7,296,17.2,244,1.65,0.77,0.42,0.38,-679,-14,-379,50%,50%,0,-
975,Nevan,TOP,8,25%,1.7,1.4,3.3,4,8.1,366,17.8,302,1.29,0.56,0.21,0.25,-1582,-23,-1071,0%,12.5%,0,1
976,Newbie,SUPPORT,54,66.7%,5,0.6,1.8,8.5,1.6,262,8.2,152,2.76,1.87,0.39,0.56,-3,0,-141,24.1%,7.4%,0,-
977,NiQ,MID,17,41.2%,3.7,4,2.4,4.8,8.2,395,25.1,435,0.97,0.42,0.18,0.16,-43,-7,-140,35.3%,17.6%,0,5
978,NiQ,TOP,3,33.3%,1.3,2,4,3.3,6.8,333,21.7,373,0.98,0.42,0.25,0.15,-669,-12,-701,33.3%,0%,0,1
979,Nikola Senpai,ADC,21,42.9%,4.9,2.6,1.2,3.3,8.9,403,27.3,419,1.05,0.35,0.29,0.12,-359,-7,17,4.8%,0%,0,4
980,NikoleX,JUNGLE,4,100%,2.6,3,4.3,8,5.4,366,13.0,277,1.20,0.33,0.29,0.17,322,-2,402,25%,25%,0,-
981,NilleNalley,TOP,14,28.6%,1.5,2.4,3.6,2.8,8.2,380,24.7,355,1.00,0.53,0.13,0.23,-228,-0,-388,7.1%,0%,0,4
982,Ning,JUNGLE,108,63.9%,3.2,3.8,3.4,7.2,5.4,367,14.3,318,1.62,0.53,0.38,0.33,66,4,115,7.4%,3.7%,0,4
983,Nipphu,TOP,40,35%,2.1,2.3,2.5,3.1,8.3,377,22.0,382,0.97,0.49,0.15,0.17,-299,-4,-183,17.5%,20%,0,7
984,Nisqy,ADC,1,0%,0.7,2,6,2,7.5,346,26.4,484,1.11,0.28,0.40,0.08,-101,42,-290,0%,0%,0,-
985,Nisqy,MID,58,60.3%,4,3.8,2.3,5.6,7.9,393,23.7,465,0.98,0.46,0.18,0.20,59,-6,-56,22.4%,5.2%,0,23
986,Nithien,TOP,5,20%,1.8,1.8,2.4,2.4,7.3,343,20.4,315,1.00,0.54,0.12,0.24,-193,-6,-534,20%,40%,0,-
987,Nixerino,ADC,45,53.3%,5.9,4.7,1.5,4.4,9.2,439,22.3,396,1.11,0.41,0.26,0.20,165,3,162,26.7%,6.7%,0,3
988,Nji,JUNGLE,28,53.6%,3.6,2.6,2.8,7.5,5,335,13.6,250,1.62,0.67,0.36,0.49,42,0,20,32.1%,3.6%,0,6
989,NoA,ADC,5,0%,0.9,1,2.6,1.4,8.3,355,27.1,312,0.77,0.31,0.15,0.11,-588,-17,-118,0%,20%,0,-
990,NoNholy,TOP,39,66.7%,4.8,3.1,1.8,5.3,7.9,386,20.8,415,0.94,0.45,0.15,0.15,-276,-1,-35,17.9%,5.1%,0,18
991,Nobody,ADC,55,52.7%,3.7,3.5,2.2,4.7,9.6,439,31.5,554,1.39,0.52,0.30,0.16,-284,-7,-168,25.5%,14.5%,0,7
992,Noltey,JUNGLE,17,58.8%,3.7,2.1,2.4,6.5,5,329,14.3,242,1.39,0.43,0.31,0.28,-144,-3,-116,29.4%,17.6%,0,-
993,Noma,MID,21,33.3%,2.7,3.7,3.1,4.8,7.7,373,26.9,468,1.09,0.45,0.19,0.14,-24,5,170,9.5%,19%,0,12
994,Nomanz,MID,70,67.1%,4.5,4.5,2.2,5.1,9.2,444,30.3,577,1.18,0.43,0.30,0.13,299,8,198,24.3%,4.3%,1,50
995,Norskeren,SUPPORT,78,56.4%,2.9,0.7,3.2,8.7,1.4,256,8.4,149,2.66,1.45,0.39,0.44,137,0,20,30.8%,11.5%,0,-
996,Nova,SUPPORT,34,26.5%,2,0.4,2.7,5,1.8,239,8.5,123,2.70,1.67,0.46,0.50,-166,1,-225,26.5%,14.7%,0,2
997,Nova,JUNGLE,23,60.9%,3.6,2.3,2.5,6.8,4.9,327,13.7,256,1.59,0.48,0.44,0.24,440,5,190,60.9%,8.7%,0,4
998,Noway,ADC,45,55.6%,5,4.2,1.8,4.8,9.8,448,23.4,412,1.22,0.42,0.35,0.18,-75,-0,-72,13.3%,13.3%,0,1
999,Noway,SUPPORT,4,0%,1.5,0.3,3.5,5,1.4,206,6.4,83,2.15,1.29,0.43,0.47,42,6,-85,25%,25%,0,-
1000,NoxG,MID,8,12.5%,2.1,5.4,3.5,2,7,354,27.5,491,0.53,0.19,0.11,0.08,109,-1,-101,25%,0%,0,5
1001,Noxie,SUPPORT,9,55.6%,3.5,1.7,3.4,10.2,1.2,277,10.4,200,2.35,1.16,0.37,0.32,-139,-6,-18,33.3%,22.2%,0,-
1002,Nuance,ADC,12,66.7%,5.9,2.9,1.3,4.5,9.5,420,26.4,463,0.91,0.37,0.23,0.14,-200,3,82,8.3%,8.3%,0,2
1003,Nuclear,ADC,126,59.5%,5.2,3.4,1.7,5.3,9.7,439,24.5,436,1.27,0.42,0.39,0.14,-116,-4,-19,14.3%,8.7%,0,6
1004,Nuguri,TOP,112,61.6%,2.8,3.3,2.9,4.8,9.3,437,29.7,538,1.12,0.48,0.25,0.15,257,7,29,13.4%,27.7%,0,45
1005,Nukeduck,MID,55,49.1%,3.4,2.9,2,3.9,9,404,24.9,429,0.90,0.43,0.16,0.17,33,4,169,14.5%,5.5%,0,20
1006,Numen,JUNGLE,1,0%,0.3,0,4,1,3.4,235,9.4,94,0.96,0.48,0.12,0.20,-1984,-44,-1807,0%,0%,0,-
1007,Nuokii,ADC,20,55%,6,5.1,1.7,5.1,9.4,453,32.3,600,1.08,0.41,0.22,0.18,596,12,161,40%,0%,0,4
1008,Nutri,ADC,1,0%,1.3,0,4,5,6.8,300,13.7,218,0.47,0.32,0.16,0.16,-1258,-35,-1688,0%,0%,0,-
1009,Nyu,TOP,43,46.5%,2.9,2.3,2.5,5,7.6,366,21.4,387,0.99,0.47,0.12,0.16,-274,-6,-225,7%,16.3%,0,5
1010,Obsess,JUNGLE,49,67.3%,3.3,2.9,3.1,7.4,4.9,344,14.3,300,1.66,0.67,0.35,0.34,-153,-3,-169,28.6%,16.3%,0,4
1011,OddOrange,JUNGLE,12,25%,1.6,1.3,3.7,4.4,4.5,297,10.0,162,1.49,0.58,0.37,0.34,-101,-3,-169,41.7%,16.7%,0,-
1012,Oddie,JUNGLE,75,66.7%,4.4,2.7,2.2,7.2,5.2,343,14.5,271,1.49,0.47,0.35,0.23,96,4,216,44%,13.3%,0,10
1013,Oddie,SUPPORT,1,0%,3.3,7,4,6,2.1,345,13.8,277,1.89,0.69,0.50,0.06,322,-6,11,0%,0%,0,1
1014,OdduGi,ADC,42,40.5%,4.1,3.5,1.9,4.2,9.8,443,30.7,507,1.12,0.31,0.36,0.12,638,13,398,40.5%,2.4%,0,8
